"Lower Frequency";"Upper Frequency";"RR Region 1 Allocation and RR footnotes applicable to CEPT";"RR Region 1 frequency range footnotes";"European Common Allocation and ECA footnotes";"ECA frequency range footnotes";"ECC/ERC harmonisation measure";"Applications";"Standard";"Notes"
"137 MHz";"137.025 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH), SPACE RESEARCH (SPACE-TO-EARTH)(5.203C)";"5.206, 5.208, ECA6, ECA36";"";"Weather satellites";"";""
"137.025 MHz";"137.175 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, SPACE OPERATION (SPACE-TO-EARTH), SPACE RESEARCH (SPACE-TO-EARTH)(5.203C), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.206, 5.208, ECA6, ECA36";"";"Aeronautical military systems";"";""
"137.025 MHz";"137.175 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, SPACE OPERATION (SPACE-TO-EARTH), SPACE RESEARCH (SPACE-TO-EARTH)(5.203C), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.206, 5.208, ECA6, ECA36";"";"Land military systems";"";""
"137.025 MHz";"137.175 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, SPACE OPERATION (SPACE-TO-EARTH), SPACE RESEARCH (SPACE-TO-EARTH)(5.203C), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.206, 5.208, ECA6, ECA36";"";"Land mobile";"";"Mobile restricted to Aeronautical Mobile (OR), including air sport"
"137.025 MHz";"137.175 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, SPACE OPERATION (SPACE-TO-EARTH), SPACE RESEARCH (SPACE-TO-EARTH)(5.203C), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.206, 5.208, ECA6, ECA36";"ERC/DEC/(99)06";"MSS Earth stations";"EN 301 721";"Non-geostationary"
"137.025 MHz";"137.175 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, SPACE OPERATION (SPACE-TO-EARTH), SPACE RESEARCH (SPACE-TO-EARTH)(5.203C), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.206, 5.208, ECA6, ECA36";"";"Satellite systems (military)";"";""
"137.025 MHz";"137.175 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, SPACE OPERATION (SPACE-TO-EARTH), SPACE RESEARCH (SPACE-TO-EARTH)(5.203C), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.206, 5.208, ECA6, ECA36";"";"Weather satellites";"";""
"137.175 MHz";"137.825 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.209A , 5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.203C, 5.209A ), SPACE RESEARCH (SPACE-TO-EARTH)";"5.206, 5.208, ECA6, ECA36";"";"Aeronautical military systems";"";""
"137.175 MHz";"137.825 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.209A , 5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.203C, 5.209A ), SPACE RESEARCH (SPACE-TO-EARTH)";"5.206, 5.208, ECA6, ECA36";"";"Land military systems";"";""
"137.175 MHz";"137.825 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.209A , 5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.203C, 5.209A ), SPACE RESEARCH (SPACE-TO-EARTH)";"5.206, 5.208, ECA6, ECA36";"";"Land mobile";"";"Mobile restricted to Aeronautical Mobile (OR), including air sport"
"137.175 MHz";"137.825 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.209A , 5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.203C, 5.209A ), SPACE RESEARCH (SPACE-TO-EARTH)";"5.206, 5.208, ECA6, ECA36";"ERC/DEC/(99)06";"MSS Earth stations";"EN 301 721";"Non-geostationary"
"137.175 MHz";"137.825 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.209A , 5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.203C, 5.209A ), SPACE RESEARCH (SPACE-TO-EARTH)";"5.206, 5.208, ECA6, ECA36";"";"Satellite systems (military)";"";""
"137.175 MHz";"137.825 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.209A , 5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.208A, 5.208B, 5.209), SPACE OPERATION (SPACE-TO-EARTH)(5.203C, 5.209A ), SPACE RESEARCH (SPACE-TO-EARTH)";"5.206, 5.208, ECA6, ECA36";"";"Weather satellites";"";""
"137.825 MHz";"138 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, SPACE OPERATION (SPACE-TO-EARTH)(5.203C), SPACE RESEARCH (SPACE-TO-EARTH), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.206, 5.208, ECA6, ECA36";"";"Aeronautical military systems";"";""
"137.825 MHz";"138 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, SPACE OPERATION (SPACE-TO-EARTH)(5.203C), SPACE RESEARCH (SPACE-TO-EARTH), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.206, 5.208, ECA6, ECA36";"";"Land military systems";"";""
"137.825 MHz";"138 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, SPACE OPERATION (SPACE-TO-EARTH)(5.203C), SPACE RESEARCH (SPACE-TO-EARTH), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.206, 5.208, ECA6, ECA36";"";"Land mobile";"";"Mobile restricted to Aeronautical Mobile (OR), including air sport"
"137.825 MHz";"138 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, SPACE OPERATION (SPACE-TO-EARTH)(5.203C), SPACE RESEARCH (SPACE-TO-EARTH), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.206, 5.208, ECA6, ECA36";"ERC/DEC/(99)06";"MSS Earth stations";"EN 301 721";"Non-geostationary"
"137.825 MHz";"138 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, SPACE OPERATION (SPACE-TO-EARTH)(5.203C), SPACE RESEARCH (SPACE-TO-EARTH), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.206, 5.208, ECA6, ECA36";"";"Satellite systems (military)";"";""
"137.825 MHz";"138 MHz";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), SPACE OPERATION (SPACE-TO-EARTH)(5.203C ), SPACE RESEARCH (SPACE-TO-EARTH), Fixed, Mobile except aeronautical mobile (R), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.204, 5.205, 5.206, 5.207, 5.208";"METEOROLOGICAL-SATELLITE (SPACE-TO-EARTH), MOBILE, SPACE OPERATION (SPACE-TO-EARTH)(5.203C), SPACE RESEARCH (SPACE-TO-EARTH), Mobile-Satellite (space-to-Earth)(5.208A, 5.208B, 5.209)";"5.206, 5.208, ECA6, ECA36";"";"Weather satellites";"";""
"138 MHz";"143.6 MHz";"AERONAUTICAL MOBILE (OR)";"5.210, 5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE, Space Research (space-to-Earth)";"5.211, ECA5, ECA36";"";"Aeronautical military systems";"";""
"138 MHz";"143.6 MHz";"AERONAUTICAL MOBILE (OR)";"5.210, 5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE, Space Research (space-to-Earth)";"5.211, ECA5, ECA36";"";"Land military systems";"";""
"138 MHz";"143.6 MHz";"AERONAUTICAL MOBILE (OR)";"5.210, 5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE, Space Research (space-to-Earth)";"5.211, ECA5, ECA36";"";"Land mobile";"";""
"138 MHz";"143.6 MHz";"AERONAUTICAL MOBILE (OR)";"5.210, 5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE, Space Research (space-to-Earth)";"5.211, ECA5, ECA36";"";"Maritime military systems";"";""
"138 MHz";"143.6 MHz";"AERONAUTICAL MOBILE (OR)";"5.210, 5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE, Space Research (space-to-Earth)";"5.211, ECA5, ECA36";"ERC/REC 70-03";"Non-specific SRDs";"EN 300 220";"Within the band 138.20-138.45 MHz"
"143.6 MHz";"143.65 MHz";"AERONAUTICAL MOBILE (OR), SPACE RESEARCH (SPACE-TO-EARTH)";"5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE, SPACE RESEARCH (SPACE-TO-EARTH)";"5.211, ECA5, ECA36";"";"Aeronautical military systems";"";""
"143.6 MHz";"143.65 MHz";"AERONAUTICAL MOBILE (OR), SPACE RESEARCH (SPACE-TO-EARTH)";"5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE, SPACE RESEARCH (SPACE-TO-EARTH)";"5.211, ECA5, ECA36";"";"Land military systems";"";""
"143.6 MHz";"143.65 MHz";"AERONAUTICAL MOBILE (OR), SPACE RESEARCH (SPACE-TO-EARTH)";"5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE, SPACE RESEARCH (SPACE-TO-EARTH)";"5.211, ECA5, ECA36";"";"Land mobile";"";""
"143.6 MHz";"143.65 MHz";"AERONAUTICAL MOBILE (OR), SPACE RESEARCH (SPACE-TO-EARTH)";"5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE, SPACE RESEARCH (SPACE-TO-EARTH)";"5.211, ECA5, ECA36";"";"Maritime military systems";"";""
"143.65 MHz";"144 MHz";"AERONAUTICAL MOBILE (OR)";"5.210, 5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE";"5.211, ECA5, ECA36";"";"Aeronautical military systems";"";""
"143.65 MHz";"144 MHz";"AERONAUTICAL MOBILE (OR)";"5.210, 5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE";"5.211, ECA5, ECA36";"";"Land military systems";"";""
"143.65 MHz";"144 MHz";"AERONAUTICAL MOBILE (OR)";"5.210, 5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE";"5.211, ECA5, ECA36";"";"Land mobile";"";""
"143.65 MHz";"144 MHz";"AERONAUTICAL MOBILE (OR)";"5.210, 5.211, 5.212, 5.214";"AERONAUTICAL MOBILE (OR), LAND MOBILE";"5.211, ECA5, ECA36";"";"Maritime military systems";"";""
"144 MHz";"146 MHz";"AMATEUR, AMATEUR-SATELLITE";"5.216";"AMATEUR, AMATEUR-SATELLITE";"";"";"Amateur";"EN 301 783";""
"144 MHz";"146 MHz";"AMATEUR, AMATEUR-SATELLITE";"5.216";"AMATEUR, AMATEUR-SATELLITE";"";"";"Amateur-satellite";"";""
"146 MHz";"148 MHz";"FIXED, Mobile except aeronautical mobile (R)";"";"MOBILE";"ECA7";"ECC/DEC/(19)02, T/R 25-08";"PMR/PAMR";"EN 300 086, EN 300 113, EN 300 219, EN 300 296, EN 300 341, EN 300 390, EN 300 471, EN 301 166, EN 302 561, EN 303 039";"Single frequency applications"
"148 MHz";"149.9 MHz";"FIXED, MOBILE-SATELLITE (EARTH-TO-SPACE)(5.209, 5.218A ), Mobile except aeronautical mobile (R)";"5.218, 5.219, 5.221";"MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE)(5.209, 5.218A)";"5.218, 5.219, 5.221, ECA6, ECA7";"ERC/DEC/(99)06";"MSS Earth stations";"EN 301 721";"Non-geostationary"
"148 MHz";"149.9 MHz";"FIXED, MOBILE-SATELLITE (EARTH-TO-SPACE)(5.209, 5.218A ), Mobile except aeronautical mobile (R)";"5.218, 5.219, 5.221";"MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE)(5.209, 5.218A)";"5.218, 5.219, 5.221, ECA6, ECA7";"ECC/DEC/(19)02, T/R 25-08";"PMR/PAMR";"EN 300 086, EN 300 113, EN 300 219, EN 300 296, EN 300 341, EN 300 390, EN 300 471, EN 301 166, EN 302 561, EN 303 039";"Mobile station transmit band paired with 152.6-154.5 MHz"
"149.9 MHz";"150.05 MHz";"MOBILE-SATELLITE (EARTH-TO-SPACE)(5.209, 5.220)";"";"MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE)(5.209, 5.220)";"ECA6";"ERC/DEC/(99)06";"MSS Earth stations";"EN 301 721";"Non-geostationary"
"149.9 MHz";"150.05 MHz";"MOBILE-SATELLITE (EARTH-TO-SPACE)(5.209, 5.220)";"";"MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE)(5.209, 5.220)";"ECA6";"ECC/DEC/(19)02, T/R 25-08";"PMR/PAMR";"EN 300 086, EN 300 113, EN 300 219, EN 300 296, EN 300 341, EN 300 390, EN 300 471, EN 301 166, EN 302 561, EN 303 039";"Single frequency applications"
"150.05 MHz";"153 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY";"5.149";"MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY";"5.149, ECA7";"ECC/DEC/(19)02, T/R 25-08";"PMR/PAMR";"EN 300 086, EN 300 113, EN 300 219, EN 300 296, EN 300 341, EN 300 390, EN 300 471, EN 301 166, EN 302 561, EN 303 039";"150.05-151.4 MHz mobile station transmit paired with 154.65-156.0 MHz, 151.4-153 MHz,  base station transmit paired with 146.8-148.4 MHz"
"150.05 MHz";"153 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY";"5.149";"MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY";"5.149, ECA7";"";"Radio astronomy";"";"Continuum observations (inter-alia solar research)"
"153 MHz";"154 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE (R), Meteorological Aids";"";"MOBILE EXCEPT AERONAUTICAL MOBILE (R)";"ECA7";"ECC/DEC/(19)02, T/R 25-08";"PMR/PAMR";"EN 300 086, EN 300 113, EN 300 219, EN 300 296, EN 300 341, EN 300 390, EN 300 471, EN 301 166, EN 302 561, EN 303 039";"Base station transmit paired with 148.4-149.4 MHz"
"154 MHz";"156.4875 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE (R)";"5.225A, 5.226";"MOBILE EXCEPT AERONAUTICAL MOBILE (R)";"5.226, ECA7, ECA8";"ECC/DEC/(19)03";"Maritime communications";"EN 300 162, EN 300 698, EN 301 025, EN 301 178, EN 301 929";"RR Appendix 18"
"154 MHz";"156.4875 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE (R)";"5.225A, 5.226";"MOBILE EXCEPT AERONAUTICAL MOBILE (R)";"5.226, ECA7, ECA8";"ECC/DEC/(19)02, T/R 25-08";"PMR/PAMR";"EN 300 086, EN 300 113, EN 300 219, EN 300 296, EN 300 341, EN 300 390, EN 300 471, EN 301 166, EN 302 561, EN 303 039";"154-154.5 MHz  base station transmit paired with 149.4-149.9 MHz, 154.5-154.65 MHz single frequency appl. 154.65-156 MHz, base station transmit paired with 150.05-151.4 MHz"
"156.4875 MHz";"156.5125 MHz";"MARITIME MOBILE (DISTRESS AND CALLING VIA DSC)";"5.226, 5.227";"MARITIME MOBILE (DISTRESS AND CALLING VIA DSC)";"5.226, 5.227, ECA7, ECA8";"ECC/DEC/(19)03";"Maritime communications";"EN 300 162, EN 300 698, EN 301 025, EN 301 178, EN 301 929";"RR Appendix 18"
"156.5125 MHz";"156.5375 MHz";"MARITIME MOBILE (DISTRESS AND CALLING VIA DSC)";"5.111, 5.226";"MARITIME MOBILE (DISTRESS AND CALLING VIA DSC)";"5.111, 5.226";"ECC/DEC/(22)02";"AMRD Group A";"";""
"156.5125 MHz";"156.5375 MHz";"MARITIME MOBILE (DISTRESS AND CALLING VIA DSC)";"5.111, 5.226";"MARITIME MOBILE (DISTRESS AND CALLING VIA DSC)";"5.111, 5.226";"ECC/DEC/(19)03";"DSC";"EN 301 025, EN 301 929, EN 302 885, EN 303 132";"RR Appendix 18. Distress, safety and calling 156.525 MHz"
"156.5375 MHz";"156.5625 MHz";"MARITIME MOBILE (DISTRESS AND CALLING VIA DSC)";"5.226, 5.227";"MARITIME MOBILE (DISTRESS AND CALLING VIA DSC), MOBILE EXCEPT AERONAUTICAL MOBILE (R)";"5.226, 5.227, ECA7, ECA8";"ECC/DEC/(19)03";"Maritime communications";"EN 300 162, EN 300 698, EN 301 025, EN 301 178, EN 301 929";"RR Appendix 18"
"156.5625 MHz";"156.7625 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE (R)";"5.226";"MOBILE EXCEPT AERONAUTICAL MOBILE (R)";"5.226, ECA7, ECA8";"ECC/DEC/(19)03";"Maritime communications";"EN 300 162, EN 300 698, EN 301 025, EN 301 178, EN 301 929";"RR Appendix 18"
"156.7625 MHz";"156.7875 MHz";"MARITIME MOBILE, Mobile-Satellite (Earth-to-space)";"5.111, 5.226, 5.228";"MARITIME MOBILE (DISTRESS AND CALLING)";"5.111, 5.226, 5.228";"ECC/DEC/(19)03";"Maritime communications";"EN 301 929";"RR Appendix 18. Satellite AIS Earth-to-space"
"156.7875 MHz";"156.8125 MHz";"MARITIME MOBILE (DISTRESS AND CALLING)";"5.111, 5.226";"MARITIME MOBILE (DISTRESS AND CALLING)";"5.111, 5.226";"ECC/DEC/(19)03";"Maritime communications";"EN 300 162";"RR Appendix 18. Distress, safety and calling 156.8 MHz for the maritime mobile VHF radiotelephone service"
"156.8125 MHz";"156.8375 MHz";"MARITIME MOBILE, Mobile-Satellite (Earth-to-space)";"5.111, 5.226, 5.228";"MARITIME MOBILE";"5.111, 5.226, 5.228";"ECC/DEC/(19)03";"Maritime communications";"EN 301 929";"RR Appendix 18. Satellite AIS Earth-to-space"
"156.8375 MHz";"157.1875 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.226)";"";"MOBILE EXCEPT AERONAUTICAL MOBILE(5.226, ECA7, ECA8)";"";"ECC/DEC/(19)03";"Maritime communications";"EN 300 162, EN 300 698, EN 301 025, EN 301 178, EN 301 929";"RR Appendix 18"
"156.8375 MHz";"157.1875 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.226)";"";"MOBILE EXCEPT AERONAUTICAL MOBILE(5.226, ECA7, ECA8)";"";"ECC/DEC/(19)02, T/R 25-08";"PMR/PAMR";"EN 300 086, EN 300 113, EN 300 219, EN 300 296, EN 300 341, EN 300 390, EN 300 471, EN 301 166, EN 302 561, EN 303 039";""
"157.1875 MHz";"157.3375 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.226), Maritime Mobile-Satellite(5.208A, 5.208B, 5.228AC, 5.228AB )";"";"Maritime Mobile-Satellite(5.208A, 5.208B, 5.228AB, 5.228AC), Mobile except aeronautical mobile(5.226)";"ECA7, ECA8";"ECC/DEC/(19)03";"Maritime communications";"EN 300 162, EN 300 698, EN 301 025, EN 301 178, EN 301 929";"RR Appendix 18"
"157.1875 MHz";"157.3375 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.226), Maritime Mobile-Satellite(5.208A, 5.208B, 5.228AC, 5.228AB )";"";"Maritime Mobile-Satellite(5.208A, 5.208B, 5.228AB, 5.228AC), Mobile except aeronautical mobile(5.226)";"ECA7, ECA8";"ECC/DEC/(19)02, T/R 25-08";"PMR/PAMR";"EN 300 086, EN 300 113, EN 300 219, EN 300 296, EN 300 341, EN 300 390, EN 300 471, EN 301 166, EN 302 561, EN 303 039";""
"157.3375 MHz";"161.7875 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.226)";"";"MOBILE EXCEPT AERONAUTICAL MOBILE(5.226)";"ECA7, ECA8";"ECC/DEC/(22)02";"AMRD Group B";"";"within frequency range 160.8875-160.9125 MHz"
"157.3375 MHz";"161.7875 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.226)";"";"MOBILE EXCEPT AERONAUTICAL MOBILE(5.226)";"ECA7, ECA8";"ECC/DEC/(19)03";"Maritime communications";"EN 300 162, EN 300 698, EN 301 025, EN 301 178, EN 301 929";"RR Appendix 18"
"157.3375 MHz";"161.7875 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.226)";"";"MOBILE EXCEPT AERONAUTICAL MOBILE(5.226)";"ECA7, ECA8";"ECC/DEC/(19)02, T/R 25-08";"PMR/PAMR";"EN 300 086, EN 300 113, EN 300 219, EN 300 296, EN 300 341, EN 300 390, EN 300 471, EN 301 166, EN 302 561, EN 303 039";""
