"Harmonised Standard";"link";"Low frequency";"High frequency";"Unit";"Application Term"
"EN 301 908";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/15.02.01_60/en_30190801v150201p.pdf"")";"1805.0";"1880.0";"MHz";"IMT - MFCN"
"EN 301 908";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/15.02.01_60/en_30190801v150201p.pdf"")";"1900.0";"1980.0";"MHz";"MFCN"
"EN 301 908";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/15.02.01_60/en_30190801v150201p.pdf"")";"2110.0";"2170.0";"MHz";"MFCN"
"EN 301 908";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/15.02.01_60/en_30190801v150201p.pdf"")";"2300.0";"2400.0";"MHz";"MFCN"
"EN 301 908";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/15.02.01_60/en_30190801v150201p.pdf"")";"2500.0";"2690.0";"MHz";"MFCN"
"EN 301 908";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/15.02.01_60/en_30190801v150201p.pdf"")";"3400.0";"3800.0";"MHz";"MFCN"
"EN 300 422";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf"")";"29.7";"47.0";"MHz";"Radio microphones and ALD - Short Range Devices"
"EN 300 422";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf"")";"169.4";"169.475";"MHz";"ALD - Radio microphones and ALD - Short Range Devices"
"EN 300 422";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf"")";"169.4875";"169.5875";"MHz";"ALD - Radio microphones and ALD - Short Range Devices"
"EN 300 422";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf"")";"174.0";"216.0";"MHz";"Radio microphones and ALD - Short Range Devices"
"EN 300 422";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf"")";"470.0";"790.0";"MHz";"Audio PMSE - PMSE"
"EN 300 422";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf"")";"470.0";"694.0";"MHz";"Radio microphones and ALD - Short Range Devices"
"EN 300 422";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf"")";"694.0";"862.0";"MHz";"Radio microphones - PMSE - Broadcasting"
"EN 300 422";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf"")";"862.0";"870.0";"MHz";"Radio microphones and ALD - Short Range Devices"
"EN 300 422";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf"")";"1350.0";"1400.0";"MHz";"Radio microphones and ALD - Short Range Devices"
"EN 300 422";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf"")";"1492.0";"1525.0";"MHz";"Radio microphones and ALD - Short Range Devices"
"EN 300 422";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf"")";"1626.5";"1660.0";"MHz";"ALS - Radio microphones and ALD - Short Range Devices"
"EN 300 422";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf"")";"1785.0";"1805.0";"MHz";"Radio microphones and ALD - Short Range Devices"
"EN 300 700";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300700_300799/300700/02.02.01_60/en_300700v020201p.pdf"")";"1880.0";"1885.0";"MHz";"DECT - Cordless telephones - Land mobile"
"EN 300 700";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300700_300799/300700/02.02.01_60/en_300700v020201p.pdf"")";"1885.0";"1900.0";"MHz";"DECT - Cordless telephones - Land mobile"
"EN 301 357";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301300_301399/301357/02.01.01_60/en_301357v020101p.pdf"")";"87.5";"108.0";"MHz";"Non-specific SRDs - Short Range Devices"
"EN 301 357";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301300_301399/301357/02.01.01_60/en_301357v020101p.pdf"")";"863.0";"865.0";"MHz";"Radio microphones and ALD - Short Range Devices"
"EN 303 340";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303300_303399/303340/01.02.01_60/en_303340v010201p.pdf"")";"470.0";"694.0";"MHz";"Broadcasting (terrestrial) - Broadcasting"
"EN 303 340";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303300_303399/303340/01.02.01_60/en_303340v010201p.pdf"")";"694.0";"790.0";"MHz";"Broadcasting (terrestrial) - Broadcasting"
"EN 301 511";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301511/12.05.01_60/en_301511v120501p.pdf"")";"876.0";"880.0";"MHz";"GSM-R - RMR - Land mobile"
"EN 301 511";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301511/12.05.01_60/en_301511v120501p.pdf"")";"880.0";"915.0";"MHz";"GSM - Digital cellular - MFCN"
"EN 301 511";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301511/12.05.01_60/en_301511v120501p.pdf"")";"921.0";"925.0";"MHz";"GSM-R - RMR - Land mobile"
"EN 301 511";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301511/12.05.01_60/en_301511v120501p.pdf"")";"925.0";"960.0";"MHz";"GSM - Digital cellular - MFCN"
"EN 301 511";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301511/12.05.01_60/en_301511v120501p.pdf"")";"1710.0";"1785.0";"MHz";"GSM - Digital cellular - MFCN"
"EN 301 511";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301511/12.05.01_60/en_301511v120501p.pdf"")";"1805.0";"1880.0";"MHz";"GSM - Digital cellular - MFCN"
"EN 301 511";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301511/12.05.01_60/en_301511v120501p.pdf"")";"874.4";"880.0";"MHz";"RMR - Land mobile"
"EN 301 511";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301511/12.05.01_60/en_301511v120501p.pdf"")";"919.4";"925.0";"MHz";"RMR - Land mobile"
"EN 303 064";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303300_303399/30336403/01.01.01_60/en_30336403v010101p.pdf"")";"8500.0";"10000.0";"MHz";"Aeronautical navigation - Aeronautical"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"30.01";"37.5";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"37.5";"38.25";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"38.25";"39.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"39.0";"39.5";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"39.5";"39.986";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"39.986";"40.02";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"40.02";"40.66";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"40.7";"40.98";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"40.98";"41.015";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"41.015";"42.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"42.0";"42.5";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"42.5";"44.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"44.0";"47.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"47.0";"50.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"50.0";"52.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"52.0";"68.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"68.0";"70.45";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"70.45";"74.8";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"75.2";"87.5";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"146.0";"148.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"148.0";"149.9";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"149.9";"150.05";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"150.05";"153.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"153.0";"154.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"154.0";"156.4875";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"156.8375";"157.1875";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"157.1875";"157.3375";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"157.3375";"161.7875";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"161.7875";"161.9375";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"161.9375";"161.9625";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"162.0375";"169.4";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"169.8125";"174.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"380.0";"385.0";"MHz";"PPDR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"385.0";"387.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"387.0";"390.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"390.0";"395.0";"MHz";"PPDR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"395.0";"399.9";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"406.1";"410.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"410.0";"420.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"420.0";"430.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"440.0";"450.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"450.0";"455.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"455.0";"456.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"456.0";"459.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"459.0";"460.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 390";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300300_300399/300390/02.01.01_60/en_300390v020101p.pdf"")";"460.0";"470.0";"MHz";"PMR/PAMR - Land mobile"
"EN 303 722";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303700_303799/303722/01.02.01_60/en_303722v010201p.pdf"")";"57.0";"71.0";"GHz";"Wideband data transmission systems - Short Range Devices"
"EN 303 980";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303900_303999/303980/01.02.01_60/en_303980v010201p.pdf"")";"10.7";"12.75";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 303 980";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303900_303999/303980/01.02.01_60/en_303980v010201p.pdf"")";"10.7";"12.75";"GHz";"NGSO FSS - FSS Earth stations - Satellite systems (civil)"
"EN 303 980";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303900_303999/303980/01.02.01_60/en_303980v010201p.pdf"")";"14.0";"14.5";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 303 980";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303900_303999/303980/01.02.01_60/en_303980v010201p.pdf"")";"14.0";"14.5";"GHz";"NGSO FSS - FSS Earth stations - Satellite systems (civil)"
"EN 303 699";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303600_303699/303699/01.01.01_60/en_303699v010101p.pdf"")";"27.5";"29.1";"GHz";"NGSO FSS - FSS Earth stations - Satellite systems (civil)"
"EN 303 699";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303600_303699/303699/01.01.01_60/en_303699v010101p.pdf"")";"29.5";"30.0";"GHz";"NGSO FSS - FSS Earth stations - Satellite systems (civil)"
"EN 302 066";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302000_302099/302066/02.02.01_60/en_302066v020201p.pdf"")";"30.0";"12400.0";"MHz";"GPR/WPR - Radiodetermination applications - Short Range Devices"
"EN 300 674";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/3006740202/02.02.01_60/en_3006740202v020201p.pdf"")";"5795.0";"5815.0";"MHz";"TTT - Short Range Devices"
"EN 302 264";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302200_302299/302264/02.01.01_60/en_302264v020101p.pdf"")";"77.0";"81.0";"GHz";"SRR - UWB applications - Short Range Devices"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"148.5";"283.5";"kHz";"Broadcasting"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"526.5";"1606.5";"kHz";"Broadcasting"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"3950.0";"4000.0";"kHz";"Broadcasting"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"5900.0";"6200.0";"kHz";"Broadcasting"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"7200.0";"7450.0";"kHz";"Broadcasting"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"9400.0";"9900.0";"kHz";"Broadcasting"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"11600.0";"12100.0";"kHz";"Broadcasting"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"13570.0";"13870.0";"kHz";"Broadcasting"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"18900.0";"19020.0";"kHz";"Broadcasting"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"21450.0";"21850.0";"kHz";"Broadcasting"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"25670.0";"26100.0";"kHz";"Broadcasting"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"15100.0";"15800.0";"kHz";"Broadcasting"
"EN 302 017";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302017/02.01.01_60/en_302017v020101p.pdf"")";"17480.0";"17900.0";"kHz";"Broadcasting"
"EN 303 979";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/303900_303999/303979/02.01.02_60/en_303979v020102p.pdf"")";"17.3";"20.2";"GHz";"NGSO ESOMPs - FSS Earth stations - Satellite systems (civil)"
"EN 303 979";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/303900_303999/303979/02.01.02_60/en_303979v020102p.pdf"")";"27.5";"29.1";"GHz";"NGSO ESOMPs - FSS Earth stations - Satellite systems (civil)"
"EN 303 979";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/303900_303999/303979/02.01.02_60/en_303979v020102p.pdf"")";"29.5";"30.0";"GHz";"NGSO ESOMPs - FSS Earth stations - Satellite systems (civil)"
"EN 301 559";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301559/02.01.01_60/en_301559v020101p.pdf"")";"2483.5";"2500.0";"MHz";"LP-AMI - Active medical implants - Short Range Devices"
"EN 301 447";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301447/02.01.01_60/en_301447v020101p.pdf"")";"3700.0";"4200.0";"MHz";"ESV - FSS Earth stations - Satellite systems (civil)"
"EN 301 447";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301447/02.01.01_60/en_301447v020101p.pdf"")";"5925.0";"6425.0";"MHz";"ESV - FSS Earth stations - Satellite systems (civil)"
"EN 302 340";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/302340/02.01.01_60/en_302340v020101p.pdf"")";"10.7";"11.7";"GHz";"ESV - FSS Earth stations - Satellite systems (civil)"
"EN 302 340";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/302340/02.01.01_60/en_302340v020101p.pdf"")";"11.7";"12.5";"GHz";"Broadcasting (satellite) - Satellite systems (civil)"
"EN 302 340";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/302340/02.01.01_60/en_302340v020101p.pdf"")";"12.5";"12.75";"GHz";"ESV - FSS Earth stations - Satellite systems (civil)"
"EN 302 340";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/302340/02.01.01_60/en_302340v020101p.pdf"")";"14.0";"14.5";"GHz";"ESV - FSS Earth stations - Satellite systems (civil)"
"EN 302 340";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/302340/02.01.01_60/en_302340v020101p.pdf"")";"14.3";"14.5";"GHz";"FSS Earth stations - Satellite systems (civil)"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"1350.0";"1400.0";"MHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"1427.0";"1452.0";"MHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"1492.0";"1530.0";"MHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"2025.0";"2110.0";"MHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"2200.0";"2290.0";"MHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"3600.0";"4200.0";"MHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"5925.0";"8500.0";"MHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"10000.0";"10400.0";"MHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"10.5";"10.68";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"10.7";"11.7";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"12.75";"13.25";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"14.5";"14.75";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"14.8";"15.35";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"17.7";"19.7";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"22.0";"23.6";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"24.25";"26.5";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"27.5";"29.5";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"31.0";"31.3";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"31.8";"33.4";"GHz";"Point-to-Point - Fixed"
